+-----------------------------------------------------------------------------------------------------------------+
|                                       fine-tuned-ava-with-co-cola-17temps                                       |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
|                            Section                             | Score  | Type | Precision | Recall | F-Measure |
|                  PNLPhub/FarsTail - evaluate                   |        |      |           |        |           |
|                                                                | rougeL | low  |   6.67    | 10.00  |    8.00   |
|                                                                | rougeL | mid  |   20.00   | 30.00  |   24.00   |
|                                                                | rougeL | high |   33.33   | 50.00  |   40.00   |
|                 persiannlp/parsinlu_entailment                 |        |      |           |        |           |
|          persiannlp/parsinlu_entailment - GPT3_Style           |        |      |           |        |           |
|                                                                | rougeL | low  |   13.33   | 40.00  |   20.00   |
|                                                                | rougeL | mid  |   20.00   | 60.00  |   30.00   |
|                                                                | rougeL | high |   26.67   | 80.00  |   40.00   |
| persiannlp/parsinlu_entailment - based_on_the_previous_passage |        |      |           |        |           |
|                                                                | rougeL | low  |   22.46   | 75.00  |   33.39   |
|                                                                | rougeL | mid  |   30.68   | 90.00  |   44.22   |
|                                                                | rougeL | high |   37.73   | 100.00 |   52.96   |
|         persiannlp/parsinlu_entailment - can_you_infer         |        |      |           |        |           |
|                                                                | rougeL | low  |   8.30    | 45.00  |   13.31   |
|                                                                | rougeL | mid  |   14.06   | 65.00  |   21.84   |
|                                                                | rougeL | high |   20.69   | 85.00  |   31.65   |
|        persiannlp/parsinlu_entailment - does_this_imply        |        |      |           |        |           |
|                                                                | rougeL | low  |   9.17    | 20.00  |   12.50   |
|                                                                | rougeL | mid  |   25.00   | 40.00  |   29.17   |
|                                                                | rougeL | high |   41.67   | 60.00  |   46.67   |
|          persiannlp/parsinlu_entailment - confidence           |        |      |           |        |           |
|                                                                | rougeL | low  |   47.50   | 45.00  |   47.50   |
|                                                                | rougeL | mid  |   62.50   | 60.00  |   60.83   |
|                                                                | rougeL | high |   75.00   | 72.50  |   73.33   |
|           persiannlp/parsinlu_entailment - evaluate            |        |      |           |        |           |
|                                                                | rougeL | low  |   30.86   | 38.33  |   32.39   |
|                                                                | rougeL | mid  |   50.39   | 58.33  |   51.67   |
|                                                                | rougeL | high |   70.87   | 78.33  |   72.07   |
|        persiannlp/parsinlu_entailment - claim_relation         |        |      |           |        |           |
|                                                                | rougeL | low  |   41.39   | 62.50  |   46.36   |
|                                                                | rougeL | mid  |   60.56   | 80.00  |   64.09   |
|                                                                | rougeL | high |   78.33   | 95.00  |   80.91   |
|           persiannlp/parsinlu_entailment - classify            |        |      |           |        |           |
|                                                                | rougeL | low  |   36.10   | 50.00  |   35.89   |
|                                                                | rougeL | mid  |   47.00   | 52.50  |   45.06   |
|                                                                | rougeL | high |   60.33   | 60.00  |   55.00   |
|          persiannlp/parsinlu_entailment - comparison           |        |      |           |        |           |
|                                                                | rougeL | low  |   4.49    | 33.17  |    7.94   |
|                                                                | rougeL | mid  |   6.99    | 40.67  |   10.93   |
|                                                                | rougeL | high |   11.70   | 46.00  |   15.92   |
|             persiannlp/parsinlu_query_paraphrasing             |        |      |           |        |           |
|   persiannlp/parsinlu_query_paraphrasing - compare_two_sents   |        |      |           |        |           |
|                                                                | rougeL | low  |   6.25    | 20.00  |    8.33   |
|                                                                | rougeL | mid  |   16.67   | 40.00  |   21.93   |
|                                                                | rougeL | high |   30.27   | 65.00  |   37.10   |
|   persiannlp/parsinlu_query_paraphrasing - different_or_same   |        |      |           |        |           |
|                                                                | rougeL | low  |   40.00   | 40.00  |   40.00   |
|                                                                | rougeL | mid  |   65.00   | 65.00  |   65.00   |
|                                                                | rougeL | high |   85.00   | 85.00  |   85.00   |
|     persiannlp/parsinlu_query_paraphrasing - sucess_level      |        |      |           |        |           |
|                                                                | rougeL | low  |   33.49   | 47.50  |   35.72   |
|                                                                | rougeL | mid  |   48.29   | 60.00  |   49.99   |
|                                                                | rougeL | high |   65.12   | 72.50  |   65.99   |
|   persiannlp/parsinlu_query_paraphrasing - relatable_or_not    |        |      |           |        |           |
|                                                                | rougeL | low  |   23.33   | 70.00  |   35.00   |
|                                                                | rougeL | mid  |   28.33   | 85.00  |   42.50   |
|                                                                | rougeL | high |   33.33   | 100.00 |   50.00   |
|     persiannlp/parsinlu_query_paraphrasing - never_always      |        |      |           |        |           |
|                                                                | rougeL | low  |   5.31    | 30.00  |    8.47   |
|                                                                | rougeL | mid  |   11.01   | 50.00  |   17.29   |
|                                                                | rougeL | high |   17.63   | 70.00  |   27.04   |
|    persiannlp/parsinlu_query_paraphrasing - similar_or_not     |        |      |           |        |           |
|                                                                | rougeL | low  |   5.68    | 35.00  |    9.22   |
|                                                                | rougeL | mid  |   11.26   | 55.00  |   18.04   |
|                                                                | rougeL | high |   17.02   | 75.00  |   26.85   |
|              PNLPhub/digikala-sentiment-analysis               |        |      |           |        |           |
|     PNLPhub/digikala-sentiment-analysis - generate_comment     |        |      |           |        |           |
|                                                                | rougeL | low  |   7.96    |  9.12  |    7.62   |
|                                                                | rougeL | mid  |   11.45   | 12.54  |    9.81   |
|                                                                | rougeL | high |   14.90   | 16.65  |   12.16   |
|          PNLPhub/digikala-sentiment-analysis - is_avg          |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|          PNLPhub/digikala-sentiment-analysis - is_bad          |        |      |           |        |           |
|                                                                | rougeL | low  |   2.93    | 85.00  |    5.67   |
|                                                                | rougeL | mid  |   9.90    | 95.00  |   14.66   |
|                                                                | rougeL | high |   17.55   | 100.00 |   24.86   |
|         PNLPhub/digikala-sentiment-analysis - is_good          |        |      |           |        |           |
|                                                                | rougeL | low  |   5.00    |  5.00  |    5.00   |
|                                                                | rougeL | mid  |   25.00   | 25.00  |   25.00   |
|                                                                | rougeL | high |   45.00   | 45.00  |   45.00   |
|     PNLPhub/digikala-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   5.00    | 10.00  |    6.67   |
|                                                                | rougeL | high |   12.50   | 25.00  |   16.67   |
|        PNLPhub/digikala-sentiment-analysis - is_perfect        |        |      |           |        |           |
|                                                                | rougeL | low  |   2.50    |  5.00  |    3.33   |
|                                                                | rougeL | mid  |   17.50   | 20.00  |   18.33   |
|                                                                | rougeL | high |   37.50   | 40.00  |   38.33   |
|       PNLPhub/digikala-sentiment-analysis - is_terrible        |        |      |           |        |           |
|                                                                | rougeL | low  |   1.66    | 30.00  |    3.15   |
|                                                                | rougeL | mid  |   3.86    | 50.00  |    6.93   |
|                                                                | rougeL | high |   6.99    | 75.00  |   11.92   |
|      PNLPhub/digikala-sentiment-analysis - specify_categ       |        |      |           |        |           |
|                                                                | rougeL | low  |   12.00   | 25.00  |   15.33   |
|                                                                | rougeL | mid  |   26.42   | 45.00  |   31.50   |
|                                                                | rougeL | high |   42.50   | 70.00  |   48.34   |
|       PNLPhub/digikala-sentiment-analysis - star_rating        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.31    |  5.00  |    0.59   |
|                                                                | rougeL | mid  |   2.14    | 17.50  |    3.59   |
|                                                                | rougeL | high |   4.95    | 32.50  |    8.26   |
|    PNLPhub/digikala-sentiment-analysis - what_is_sentiment     |        |      |           |        |           |
|                                                                | rougeL | low  |   10.00   | 10.00  |   10.00   |
|                                                                | rougeL | mid  |   27.50   | 30.00  |   28.33   |
|                                                                | rougeL | high |   47.50   | 50.00  |   48.33   |
|              PNLPhub/snappfood-sentiment-analysis              |        |      |           |        |           |
|      PNLPhub/snappfood-sentiment-analysis - gen_sentiment      |        |      |           |        |           |
|                                                                | rougeL | low  |   0.54    | 15.00  |    1.04   |
|                                                                | rougeL | mid  |   1.69    | 35.00  |    3.18   |
|                                                                | rougeL | high |   3.23    | 60.00  |    5.94   |
|        PNLPhub/snappfood-sentiment-analysis - feelings         |        |      |           |        |           |
|                                                                | rougeL | low  |   2.04    |  7.86  |    3.30   |
|                                                                | rougeL | mid  |   7.09    | 11.43  |    5.81   |
|                                                                | rougeL | high |   14.55   | 15.71  |    8.98   |
|        PNLPhub/snappfood-sentiment-analysis - is_it_neg        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|    PNLPhub/snappfood-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   52.50   | 75.00  |   60.00   |
|                                                                | rougeL | mid  |   65.00   | 90.00  |   73.33   |
|                                                                | rougeL | high |   80.00   | 100.00 |   85.00   |
|        PNLPhub/snappfood-sentiment-analysis - is_it_pos        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|     PNLPhub/snappfood-sentiment-analysis - recommendation      |        |      |           |        |           |
|                                                                | rougeL | low  |   40.00   | 40.00  |   40.00   |
|                                                                | rougeL | mid  |   60.00   | 60.00  |   60.00   |
|                                                                | rougeL | high |   80.00   | 80.00  |   80.00   |
|  PNLPhub/snappfood-sentiment-analysis - to_which_does_belong   |        |      |           |        |           |
|                                                                | rougeL | low  |   20.00   | 20.00  |   20.00   |
|                                                                | rougeL | mid  |   41.67   | 45.00  |   42.50   |
|                                                                | rougeL | high |   63.33   | 65.00  |   65.00   |
|    PNLPhub/snappfood-sentiment-analysis - what_is_sentiment    |        |      |           |        |           |
|                                                                | rougeL | low  |   13.74   | 40.00  |   19.19   |
|                                                                | rougeL | mid  |   23.89   | 60.00  |   32.86   |
|                                                                | rougeL | high |   35.14   | 80.00  |   47.84   |
|       PNLPhub/snappfood-sentiment-analysis - possibility       |        |      |           |        |           |
|                                                                | rougeL | low  |   0.13    |  0.50  |    0.21   |
|                                                                | rougeL | mid  |   0.57    |  2.00  |    0.89   |
|                                                                | rougeL | high |   1.15    |  4.00  |    1.79   |
|          PNLPhub/snappfood-sentiment-analysis - rate           |        |      |           |        |           |
|                                                                | rougeL | low  |   22.50   | 77.50  |   35.33   |
|                                                                | rougeL | mid  |   28.75   | 90.00  |   42.67   |
|                                                                | rougeL | high |   40.00   | 100.00 |   51.67   |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
