+-----------------------------------------------------------------------------------------------------------------+
|                                       fine-tuned-ava-with-co-cola-19temps                                       |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
|                            Section                             | Score  | Type | Precision | Recall | F-Measure |
|                  PNLPhub/FarsTail - evaluate                   |        |      |           |        |           |
|                                                                | rougeL | low  |   3.33    |  5.00  |    4.00   |
|                                                                | rougeL | mid  |   16.67   | 25.00  |   20.00   |
|                                                                | rougeL | high |   30.00   | 45.00  |   36.00   |
|                 persiannlp/parsinlu_entailment                 |        |      |           |        |           |
|          persiannlp/parsinlu_entailment - GPT3_Style           |        |      |           |        |           |
|                                                                | rougeL | low  |   14.17   | 50.00  |   20.77   |
|                                                                | rougeL | mid  |   21.25   | 71.25  |   31.35   |
|                                                                | rougeL | high |   27.50   | 90.00  |   40.77   |
| persiannlp/parsinlu_entailment - based_on_the_previous_passage |        |      |           |        |           |
|                                                                | rougeL | low  |   18.61   | 100.00 |   28.64   |
|                                                                | rougeL | mid  |   25.41   | 100.00 |   38.13   |
|                                                                | rougeL | high |   31.79   | 100.00 |   46.53   |
|         persiannlp/parsinlu_entailment - can_you_infer         |        |      |           |        |           |
|                                                                | rougeL | low  |   0.40    |  5.00  |    0.76   |
|                                                                | rougeL | mid  |   1.77    | 20.00  |    3.22   |
|                                                                | rougeL | high |   3.63    | 40.00  |    6.60   |
|        persiannlp/parsinlu_entailment - does_this_imply        |        |      |           |        |           |
|                                                                | rougeL | low  |   34.48   | 55.00  |   37.64   |
|                                                                | rougeL | mid  |   54.48   | 75.00  |   57.28   |
|                                                                | rougeL | high |   74.19   | 90.00  |   76.21   |
|          persiannlp/parsinlu_entailment - confidence           |        |      |           |        |           |
|                                                                | rougeL | low  |   42.50   | 50.00  |   45.00   |
|                                                                | rougeL | mid  |   55.83   | 62.50  |   57.50   |
|                                                                | rougeL | high |   69.17   | 75.00  |   70.00   |
|           persiannlp/parsinlu_entailment - evaluate            |        |      |           |        |           |
|                                                                | rougeL | low  |   7.34    | 70.00  |   13.20   |
|                                                                | rougeL | mid  |   10.24   | 85.00  |   17.78   |
|                                                                | rougeL | high |   14.39   | 100.00 |   23.51   |
|        persiannlp/parsinlu_entailment - claim_relation         |        |      |           |        |           |
|                                                                | rougeL | low  |   24.50   | 62.50  |   27.99   |
|                                                                | rougeL | mid  |   42.70   | 77.50  |   44.85   |
|                                                                | rougeL | high |   61.27   | 90.00  |   62.42   |
|           persiannlp/parsinlu_entailment - classify            |        |      |           |        |           |
|                                                                | rougeL | low  |   4.78    | 35.00  |    7.49   |
|                                                                | rougeL | mid  |   13.01   | 47.50  |   14.32   |
|                                                                | rougeL | high |   24.69   | 57.50  |   23.16   |
|          persiannlp/parsinlu_entailment - comparison           |        |      |           |        |           |
|                                                                | rougeL | low  |   4.23    | 30.17  |    7.42   |
|                                                                | rougeL | mid  |   5.47    | 38.83  |    9.58   |
|                                                                | rougeL | high |   6.57    | 46.83  |   11.49   |
|             persiannlp/parsinlu_query_paraphrasing             |        |      |           |        |           |
|   persiannlp/parsinlu_query_paraphrasing - compare_two_sents   |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.16    |  5.00  |    0.31   |
|                                                                | rougeL | high |   0.48    | 15.00  |    0.94   |
|   persiannlp/parsinlu_query_paraphrasing - different_or_same   |        |      |           |        |           |
|                                                                | rougeL | low  |   44.17   | 50.00  |   45.81   |
|                                                                | rougeL | mid  |   65.00   | 70.00  |   66.67   |
|                                                                | rougeL | high |   82.50   | 90.00  |   84.17   |
|     persiannlp/parsinlu_query_paraphrasing - sucess_level      |        |      |           |        |           |
|                                                                | rougeL | low  |   22.89   | 47.50  |   27.57   |
|                                                                | rougeL | mid  |   34.06   | 62.50  |   40.08   |
|                                                                | rougeL | high |   47.50   | 77.50  |   53.10   |
|   persiannlp/parsinlu_query_paraphrasing - relatable_or_not    |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|     persiannlp/parsinlu_query_paraphrasing - never_always      |        |      |           |        |           |
|                                                                | rougeL | low  |   2.00    | 15.00  |    3.50   |
|                                                                | rougeL | mid  |   5.22    | 35.00  |    8.94   |
|                                                                | rougeL | high |   8.89    | 55.00  |   15.22   |
|    persiannlp/parsinlu_query_paraphrasing - similar_or_not     |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.31    | 10.00  |    0.61   |
|                                                                | rougeL | high |   0.81    | 25.00  |    1.56   |
|              PNLPhub/digikala-sentiment-analysis               |        |      |           |        |           |
|     PNLPhub/digikala-sentiment-analysis - generate_comment     |        |      |           |        |           |
|                                                                | rougeL | low  |   6.86    |  7.50  |    6.13   |
|                                                                | rougeL | mid  |   9.56    | 11.00  |    7.84   |
|                                                                | rougeL | high |   12.32   | 14.50  |    9.71   |
|          PNLPhub/digikala-sentiment-analysis - is_avg          |        |      |           |        |           |
|                                                                | rougeL | low  |   0.28    |  9.88  |    0.54   |
|                                                                | rougeL | mid  |   0.95    | 25.00  |    1.84   |
|                                                                | rougeL | high |   1.75    | 45.00  |    3.36   |
|          PNLPhub/digikala-sentiment-analysis - is_bad          |        |      |           |        |           |
|                                                                | rougeL | low  |   30.45   | 70.00  |   40.88   |
|                                                                | rougeL | mid  |   40.15   | 85.00  |   53.63   |
|                                                                | rougeL | high |   47.65   | 100.00 |   63.63   |
|         PNLPhub/digikala-sentiment-analysis - is_good          |        |      |           |        |           |
|                                                                | rougeL | low  |   3.21    |  5.00  |    4.58   |
|                                                                | rougeL | mid  |   13.21   | 25.00  |   16.25   |
|                                                                | rougeL | high |   25.73   | 45.00  |   31.25   |
|     PNLPhub/digikala-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   5.25    | 25.00  |    8.67   |
|                                                                | rougeL | mid  |   10.50   | 45.00  |   17.00   |
|                                                                | rougeL | high |   17.25   | 65.00  |   26.34   |
|        PNLPhub/digikala-sentiment-analysis - is_perfect        |        |      |           |        |           |
|                                                                | rougeL | low  |   25.79   | 35.00  |   27.49   |
|                                                                | rougeL | mid  |   46.93   | 55.00  |   48.00   |
|                                                                | rougeL | high |   70.00   | 75.00  |   70.00   |
|       PNLPhub/digikala-sentiment-analysis - is_terrible        |        |      |           |        |           |
|                                                                | rougeL | low  |   1.41    | 25.00  |    2.66   |
|                                                                | rougeL | mid  |   6.02    | 45.00  |    9.37   |
|                                                                | rougeL | high |   11.90   | 65.00  |   17.59   |
|      PNLPhub/digikala-sentiment-analysis - specify_categ       |        |      |           |        |           |
|                                                                | rougeL | low  |   13.12   | 25.00  |   15.00   |
|                                                                | rougeL | mid  |   31.43   | 45.00  |   32.50   |
|                                                                | rougeL | high |   51.96   | 70.00  |   53.35   |
|       PNLPhub/digikala-sentiment-analysis - star_rating        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.47    |  7.50  |    0.88   |
|                                                                | rougeL | high |   1.03    | 15.00  |    1.94   |
|    PNLPhub/digikala-sentiment-analysis - what_is_sentiment     |        |      |           |        |           |
|                                                                | rougeL | low  |   5.30    | 10.00  |    6.65   |
|                                                                | rougeL | mid  |   22.65   | 30.00  |   23.63   |
|                                                                | rougeL | high |   40.15   | 50.00  |   41.67   |
|              PNLPhub/snappfood-sentiment-analysis              |        |      |           |        |           |
|      PNLPhub/snappfood-sentiment-analysis - gen_sentiment      |        |      |           |        |           |
|                                                                | rougeL | low  |   2.50    | 10.00  |    3.33   |
|                                                                | rougeL | mid  |   10.14   | 25.00  |   13.61   |
|                                                                | rougeL | high |   20.14   | 45.00  |   26.94   |
|        PNLPhub/snappfood-sentiment-analysis - feelings         |        |      |           |        |           |
|                                                                | rougeL | low  |   2.34    |  8.57  |    3.66   |
|                                                                | rougeL | mid  |   3.66    | 12.14  |    5.31   |
|                                                                | rougeL | high |   5.78    | 15.71  |    7.46   |
|        PNLPhub/snappfood-sentiment-analysis - is_it_neg        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|    PNLPhub/snappfood-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   52.22   | 75.00  |   56.73   |
|                                                                | rougeL | mid  |   70.29   | 90.00  |   74.50   |
|                                                                | rougeL | high |   87.50   | 100.00 |   90.00   |
|        PNLPhub/snappfood-sentiment-analysis - is_it_pos        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.83    |  5.00  |    1.43   |
|                                                                | rougeL | high |   2.50    | 15.00  |    4.29   |
|     PNLPhub/snappfood-sentiment-analysis - recommendation      |        |      |           |        |           |
|                                                                | rougeL | low  |   10.00   | 10.00  |   10.00   |
|                                                                | rougeL | mid  |   30.00   | 30.00  |   30.00   |
|                                                                | rougeL | high |   50.00   | 50.00  |   50.00   |
|  PNLPhub/snappfood-sentiment-analysis - to_which_does_belong   |        |      |           |        |           |
|                                                                | rougeL | low  |   13.33   | 20.00  |   15.00   |
|                                                                | rougeL | mid  |   31.67   | 40.00  |   32.86   |
|                                                                | rougeL | high |   52.50   | 60.00  |   53.93   |
|    PNLPhub/snappfood-sentiment-analysis - what_is_sentiment    |        |      |           |        |           |
|                                                                | rougeL | low  |   9.68    | 40.00  |   14.06   |
|                                                                | rougeL | mid  |   20.04   | 60.00  |   26.94   |
|                                                                | rougeL | high |   33.33   | 80.00  |   41.57   |
|       PNLPhub/snappfood-sentiment-analysis - possibility       |        |      |           |        |           |
|                                                                | rougeL | low  |   0.39    |  1.50  |    0.62   |
|                                                                | rougeL | mid  |   1.56    |  5.00  |    2.31   |
|                                                                | rougeL | high |   3.03    |  9.00  |    4.30   |
|          PNLPhub/snappfood-sentiment-analysis - rate           |        |      |           |        |           |
|                                                                | rougeL | low  |   10.32   | 40.00  |   12.98   |
|                                                                | rougeL | mid  |   23.24   | 57.50  |   25.69   |
|                                                                | rougeL | high |   40.80   | 77.50  |   42.59   |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
