+-----------------------------------------------------------------------------------------------------------------+
|                                       fine-tuned-ava-with-co-cola-18temps                                       |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
|                            Section                             | Score  | Type | Precision | Recall | F-Measure |
|                  PNLPhub/FarsTail - evaluate                   |        |      |           |        |           |
|                                                                | rougeL | low  |   6.67    | 10.00  |    8.00   |
|                                                                | rougeL | mid  |   20.00   | 30.00  |   24.00   |
|                                                                | rougeL | high |   33.33   | 50.00  |   40.00   |
|                 persiannlp/parsinlu_entailment                 |        |      |           |        |           |
|          persiannlp/parsinlu_entailment - GPT3_Style           |        |      |           |        |           |
|                                                                | rougeL | low  |   13.33   | 40.00  |   20.00   |
|                                                                | rougeL | mid  |   20.00   | 60.00  |   30.00   |
|                                                                | rougeL | high |   26.67   | 80.00  |   40.00   |
| persiannlp/parsinlu_entailment - based_on_the_previous_passage |        |      |           |        |           |
|                                                                | rougeL | low  |   24.49   | 100.00 |   37.22   |
|                                                                | rougeL | mid  |   28.95   | 100.00 |   43.68   |
|                                                                | rougeL | high |   33.33   | 100.00 |   50.00   |
|         persiannlp/parsinlu_entailment - can_you_infer         |        |      |           |        |           |
|                                                                | rougeL | low  |   9.66    | 70.00  |   16.43   |
|                                                                | rougeL | mid  |   14.97   | 85.00  |   24.03   |
|                                                                | rougeL | high |   20.88   | 100.00 |   32.59   |
|        persiannlp/parsinlu_entailment - does_this_imply        |        |      |           |        |           |
|                                                                | rougeL | low  |   41.67   | 55.00  |   46.67   |
|                                                                | rougeL | mid  |   59.17   | 75.00  |   65.00   |
|                                                                | rougeL | high |   77.50   | 90.00  |   81.67   |
|          persiannlp/parsinlu_entailment - confidence           |        |      |           |        |           |
|                                                                | rougeL | low  |   26.67   | 25.00  |   24.50   |
|                                                                | rougeL | mid  |   44.17   | 37.50  |   39.17   |
|                                                                | rougeL | high |   60.00   | 50.00  |   52.84   |
|           persiannlp/parsinlu_entailment - evaluate            |        |      |           |        |           |
|                                                                | rougeL | low  |   15.51   | 60.00  |   23.46   |
|                                                                | rougeL | mid  |   26.97   | 80.00  |   34.97   |
|                                                                | rougeL | high |   43.52   | 95.00  |   50.53   |
|        persiannlp/parsinlu_entailment - claim_relation         |        |      |           |        |           |
|                                                                | rougeL | low  |   61.99   | 65.00  |   62.86   |
|                                                                | rougeL | mid  |   77.00   | 80.00  |   77.86   |
|                                                                | rougeL | high |   90.00   | 92.50  |   90.36   |
|           persiannlp/parsinlu_entailment - classify            |        |      |           |        |           |
|                                                                | rougeL | low  |   12.42   | 42.50  |   15.48   |
|                                                                | rougeL | mid  |   25.38   | 57.50  |   25.51   |
|                                                                | rougeL | high |   41.65   | 70.00  |   36.82   |
|          persiannlp/parsinlu_entailment - comparison           |        |      |           |        |           |
|                                                                | rougeL | low  |   4.42    | 33.17  |    7.80   |
|                                                                | rougeL | mid  |   5.87    | 43.67  |   10.30   |
|                                                                | rougeL | high |   7.35    | 52.84  |   12.82   |
|             persiannlp/parsinlu_query_paraphrasing             |        |      |           |        |           |
|   persiannlp/parsinlu_query_paraphrasing - compare_two_sents   |        |      |           |        |           |
|                                                                | rougeL | low  |   0.14    |  5.00  |    0.27   |
|                                                                | rougeL | mid  |   11.00   | 20.00  |   11.67   |
|                                                                | rougeL | high |   26.14   | 40.00  |   26.94   |
|   persiannlp/parsinlu_query_paraphrasing - different_or_same   |        |      |           |        |           |
|                                                                | rougeL | low  |   50.00   | 50.00  |   50.00   |
|                                                                | rougeL | mid  |   70.00   | 70.00  |   70.00   |
|                                                                | rougeL | high |   90.00   | 90.00  |   90.00   |
|     persiannlp/parsinlu_query_paraphrasing - sucess_level      |        |      |           |        |           |
|                                                                | rougeL | low  |   26.33   | 42.50  |   28.70   |
|                                                                | rougeL | mid  |   40.58   | 57.50  |   42.78   |
|                                                                | rougeL | high |   55.23   | 72.50  |   57.17   |
|   persiannlp/parsinlu_query_paraphrasing - relatable_or_not    |        |      |           |        |           |
|                                                                | rougeL | low  |   25.00   | 75.00  |   37.50   |
|                                                                | rougeL | mid  |   30.00   | 90.00  |   45.00   |
|                                                                | rougeL | high |   33.33   | 100.00 |   50.00   |
|     persiannlp/parsinlu_query_paraphrasing - never_always      |        |      |           |        |           |
|                                                                | rougeL | low  |   5.12    | 75.00  |    9.05   |
|                                                                | rougeL | mid  |   9.54    | 90.00  |   15.80   |
|                                                                | rougeL | high |   14.86   | 100.00 |   23.61   |
|    persiannlp/parsinlu_query_paraphrasing - similar_or_not     |        |      |           |        |           |
|                                                                | rougeL | low  |   6.54    | 35.00  |   10.83   |
|                                                                | rougeL | mid  |   12.17   | 55.00  |   19.36   |
|                                                                | rougeL | high |   18.83   | 75.00  |   29.34   |
|              PNLPhub/digikala-sentiment-analysis               |        |      |           |        |           |
|     PNLPhub/digikala-sentiment-analysis - generate_comment     |        |      |           |        |           |
|                                                                | rougeL | low  |   7.13    |  8.77  |    6.94   |
|                                                                | rougeL | mid  |   10.85   | 15.58  |    9.47   |
|                                                                | rougeL | high |   14.74   | 27.83  |   12.01   |
|          PNLPhub/digikala-sentiment-analysis - is_avg          |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|          PNLPhub/digikala-sentiment-analysis - is_bad          |        |      |           |        |           |
|                                                                | rougeL | low  |   3.78    | 85.00  |    7.23   |
|                                                                | rougeL | mid  |   8.71    | 95.00  |   13.74   |
|                                                                | rougeL | high |   15.91   | 100.00 |   23.11   |
|         PNLPhub/digikala-sentiment-analysis - is_good          |        |      |           |        |           |
|                                                                | rougeL | low  |   1.41    |  5.00  |    2.47   |
|                                                                | rougeL | mid  |   15.71   | 20.00  |   16.25   |
|                                                                | rougeL | high |   35.00   | 40.00  |   35.00   |
|     PNLPhub/digikala-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   2.50    |  5.00  |    3.33   |
|                                                                | rougeL | mid  |   10.14   | 25.00  |   13.61   |
|                                                                | rougeL | high |   20.00   | 45.00  |   26.67   |
|        PNLPhub/digikala-sentiment-analysis - is_perfect        |        |      |           |        |           |
|                                                                | rougeL | low  |   15.29   | 25.00  |   18.32   |
|                                                                | rougeL | mid  |   32.50   | 45.00  |   35.00   |
|                                                                | rougeL | high |   52.50   | 65.00  |   53.89   |
|       PNLPhub/digikala-sentiment-analysis - is_terrible        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.96    | 10.00  |    1.81   |
|                                                                | rougeL | mid  |   3.76    | 30.00  |    6.33   |
|                                                                | rougeL | high |   8.28    | 55.00  |   13.28   |
|      PNLPhub/digikala-sentiment-analysis - specify_categ       |        |      |           |        |           |
|                                                                | rougeL | low  |   11.99   | 20.00  |   13.33   |
|                                                                | rougeL | mid  |   27.00   | 40.00  |   30.00   |
|                                                                | rougeL | high |   45.51   | 60.00  |   48.33   |
|       PNLPhub/digikala-sentiment-analysis - star_rating        |        |      |           |        |           |
|                                                                | rougeL | low  |   5.84    | 30.00  |    9.22   |
|                                                                | rougeL | mid  |   12.00   | 50.00  |   17.10   |
|                                                                | rougeL | high |   19.60   | 70.00  |   25.62   |
|    PNLPhub/digikala-sentiment-analysis - what_is_sentiment     |        |      |           |        |           |
|                                                                | rougeL | low  |   7.50    | 10.00  |    8.33   |
|                                                                | rougeL | mid  |   22.69   | 30.00  |   23.69   |
|                                                                | rougeL | high |   40.19   | 50.00  |   42.03   |
|              PNLPhub/snappfood-sentiment-analysis              |        |      |           |        |           |
|      PNLPhub/snappfood-sentiment-analysis - gen_sentiment      |        |      |           |        |           |
|                                                                | rougeL | low  |   0.36    | 10.00  |    0.69   |
|                                                                | rougeL | mid  |   2.16    | 25.00  |    3.85   |
|                                                                | rougeL | high |   4.81    | 45.00  |    8.26   |
|        PNLPhub/snappfood-sentiment-analysis - feelings         |        |      |           |        |           |
|                                                                | rougeL | low  |   3.32    | 10.71  |    5.04   |
|                                                                | rougeL | mid  |   9.97    | 13.57  |    7.48   |
|                                                                | rougeL | high |   17.64   | 16.43  |   10.82   |
|        PNLPhub/snappfood-sentiment-analysis - is_it_neg        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|    PNLPhub/snappfood-sentiment-analysis - is_it_pos_or_neg     |        |      |           |        |           |
|                                                                | rougeL | low  |   83.75   | 100.00 |   87.67   |
|                                                                | rougeL | mid  |   93.75   | 100.00 |   95.33   |
|                                                                | rougeL | high |  100.00   | 100.00 |   100.00  |
|        PNLPhub/snappfood-sentiment-analysis - is_it_pos        |        |      |           |        |           |
|                                                                | rougeL | low  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | mid  |   0.00    |  0.00  |    0.00   |
|                                                                | rougeL | high |   0.00    |  0.00  |    0.00   |
|     PNLPhub/snappfood-sentiment-analysis - recommendation      |        |      |           |        |           |
|                                                                | rougeL | low  |   15.00   | 15.00  |   15.00   |
|                                                                | rougeL | mid  |   35.00   | 35.00  |   35.00   |
|                                                                | rougeL | high |   55.00   | 55.00  |   55.00   |
|  PNLPhub/snappfood-sentiment-analysis - to_which_does_belong   |        |      |           |        |           |
|                                                                | rougeL | low  |   25.26   | 50.00  |   29.78   |
|                                                                | rougeL | mid  |   42.02   | 70.00  |   46.92   |
|                                                                | rougeL | high |   61.00   | 90.00  |   65.35   |
|    PNLPhub/snappfood-sentiment-analysis - what_is_sentiment    |        |      |           |        |           |
|                                                                | rougeL | low  |   12.32   | 40.00  |   17.33   |
|                                                                | rougeL | mid  |   21.81   | 60.00  |   29.93   |
|                                                                | rougeL | high |   32.50   | 80.00  |   43.33   |
|       PNLPhub/snappfood-sentiment-analysis - possibility       |        |      |           |        |           |
|                                                                | rougeL | low  |   0.37    |  1.00  |    0.54   |
|                                                                | rougeL | mid  |   1.52    |  3.50  |    2.06   |
|                                                                | rougeL | high |   2.97    |  6.50  |    3.96   |
|          PNLPhub/snappfood-sentiment-analysis - rate           |        |      |           |        |           |
|                                                                | rougeL | low  |   53.72   | 87.50  |   62.16   |
|                                                                | rougeL | mid  |   67.50   | 95.00  |   73.58   |
|                                                                | rougeL | high |   82.50   | 100.00 |   85.50   |
+----------------------------------------------------------------+--------+------+-----------+--------+-----------+
